* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of Dec 31, Dec 31
* Dated: Dec 31, 2022 4:30:16 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Averaged data produced from the rms magnitudes of Dec 31, Dec 31
* Measurement: RMS Average 1
* Smoothing: 1/12 octave
* Frequency Step: 1/24 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	86.789
20.600000	87.116
21.200001	87.422
21.799999	87.683
22.400000	87.897
23.000000	88.085
23.600000	88.260
24.299999	88.441
25.000000	88.603
25.799999	88.789
26.500000	88.952
27.200001	89.091
28.000000	89.208
29.000000	89.340
30.000000	89.523
30.700001	89.662
31.500000	89.790
32.500000	89.906
33.500000	90.003
34.500000	90.098
35.500000	90.195
36.500000	90.286
37.500000	90.369
38.700001	90.459
40.000000	90.552
41.200001	90.639
42.500000	90.707
43.700001	90.735
45.000000	90.771
46.200001	90.821
47.500000	90.883
48.700001	90.918
50.000000	90.927
51.500000	90.944
53.000000	90.982
54.500000	91.011
56.000000	91.038
58.000000	91.076
60.000000	91.119
61.500000	91.159
63.000000	91.190
65.000000	91.217
67.000000	91.248
69.000000	91.288
71.000000	91.325
73.000000	91.353
75.000000	91.375
77.500000	91.411
80.000000	91.454
82.500000	91.499
85.000000	91.545
87.500000	91.585
90.000000	91.611
92.500000	91.633
95.000000	91.651
97.500000	91.665
100.000000	91.675
103.000000	91.679
106.000000	91.679
109.000000	91.678
112.000000	91.679
115.000000	91.681
118.000000	91.679
122.000000	91.671
125.000000	91.661
128.000000	91.648
132.000000	91.625
136.000000	91.598
140.000000	91.569
145.000000	91.524
150.000000	91.464
155.000000	91.402
160.000000	91.353
165.000000	91.311
170.000000	91.262
175.000000	91.210
180.000000	91.157
185.000000	91.101
190.000000	91.044
195.000000	90.986
200.000000	90.928
206.000000	90.858
212.000000	90.785
218.000000	90.717
224.000000	90.657
230.000000	90.596
236.000000	90.529
243.000000	90.432
250.000000	90.312
258.000000	90.141
265.000000	89.966
272.000000	89.782
280.000000	89.561
290.000000	89.290
300.000000	89.071
307.000000	88.961
315.000000	88.878
325.000000	88.816
335.000000	88.787
345.000000	88.780
355.000000	88.790
365.000000	88.803
375.000000	88.807
387.000000	88.789
400.000000	88.733
412.000000	88.655
425.000000	88.576
437.000000	88.526
450.000000	88.495
462.000000	88.474
475.000000	88.453
487.000000	88.434
500.000000	88.418
515.000000	88.401
530.000000	88.383
545.000000	88.370
560.000000	88.362
580.000000	88.351
600.000000	88.332
615.000000	88.313
630.000000	88.294
650.000000	88.274
670.000000	88.279
690.000000	88.327
710.000000	88.427
730.000000	88.573
750.000000	88.731
775.000000	88.877
800.000000	88.909
825.000000	88.803
850.000000	88.586
875.000000	88.354
900.000000	88.203
925.000000	88.169
950.000000	88.236
975.000000	88.370
1000.000000	88.538
1030.000000	88.750
1060.000000	88.952
1090.000000	89.138
1120.000000	89.309
1150.000000	89.468
1180.000000	89.616
1220.000000	89.793
1250.000000	89.906
1280.000000	90.006
1320.000000	90.122
1360.000000	90.229
1400.000000	90.356
1450.000000	90.498
1500.000000	90.573
1550.000000	90.635
1600.000000	90.702
1650.000000	90.768
1700.000000	90.840
1750.000000	90.928
1800.000000	91.041
1850.000000	91.186
1900.000000	91.360
1950.000000	91.558
2000.000000	91.780
2060.000000	92.079
2120.000000	92.392
2180.000000	92.701
2240.000000	93.007
2300.000000	93.308
2360.000000	93.606
2430.000000	93.958
2500.000000	94.337
2580.000000	94.815
2650.000000	95.225
2720.000000	95.590
2800.000000	95.902
2900.000000	95.981
3000.000000	95.568
3070.000000	94.831
3150.000000	93.392
3250.000000	90.683
3350.000000	87.588
3450.000000	86.024
3550.000000	86.814
3650.000000	88.323
3750.000000	89.672
3870.000000	90.862
4000.000000	91.561
4120.000000	91.894
4250.000000	92.196
4370.000000	92.411
4500.000000	92.455
4620.000000	92.297
4750.000000	92.021
4870.000000	91.829
5000.000000	91.808
5150.000000	91.917
5300.000000	91.892
5450.000000	91.649
5600.000000	91.317
5800.000000	91.135
6000.000000	91.442
6150.000000	91.574
6300.000000	91.340
6500.000000	90.598
6700.000000	89.945
6900.000000	89.711
7100.000000	89.803
7300.000000	89.991
7500.000000	90.129
7750.000000	90.127
8000.000000	89.926
8250.000000	89.503
8500.000000	88.795
8750.000000	87.871
9000.000000	86.894
9250.000000	86.137
9500.000000	85.699
9750.000000	85.291
10000.000000	84.485
10300.000000	82.953
10600.000000	81.885
10900.000000	81.458
11200.000000	80.906
11500.000000	80.082
11800.000000	79.037
12200.000000	77.621
12500.000000	77.030
12800.000000	76.793
13200.000000	76.273
13600.000000	75.971
14000.000000	77.139
14500.000000	79.547
15000.000000	80.510
15500.000000	80.026
16000.000000	79.726
16500.000000	79.218
17000.000000	76.528
17500.000000	72.974
18000.000000	73.338
18500.000000	75.435
19000.000000	76.284
19500.000000	75.447
