* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of Apr 23, Apr 23, Apr 23
* Dated: Apr 23, 2023 1:12:08 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of Apr 23, Apr 23, Apr 23
* Measurement: Athena R
* Smoothing: 1/48 octave
* Frequency Step: 1/24 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	78.975
20.600000	79.251
21.200001	79.468
21.799999	79.616
22.400000	79.751
23.000000	79.928
23.600000	80.122
24.299999	80.277
25.000000	80.343
25.799999	80.418
26.500000	80.536
27.200001	80.674
28.000000	80.807
29.000000	80.919
30.000000	81.017
30.700001	81.094
31.500000	81.155
32.500000	81.190
33.500000	81.294
34.500000	81.366
35.500000	81.380
36.500000	81.429
37.500000	81.447
38.700001	81.472
40.000000	81.524
41.200001	81.492
42.500000	81.601
43.700001	81.540
45.000000	81.436
46.200001	81.509
47.500000	81.395
48.700001	81.354
50.000000	81.406
51.500000	81.347
53.000000	81.292
54.500000	81.247
56.000000	81.225
58.000000	81.142
60.000000	81.019
61.500000	80.978
63.000000	80.883
65.000000	80.809
67.000000	80.778
69.000000	80.731
71.000000	80.650
73.000000	80.537
75.000000	80.480
77.500000	80.368
80.000000	80.187
82.500000	80.058
85.000000	79.957
87.500000	79.893
90.000000	79.781
92.500000	79.734
95.000000	79.659
97.500000	79.617
100.000000	79.598
103.000000	79.660
106.000000	79.736
109.000000	79.779
112.000000	79.802
115.000000	79.821
118.000000	79.853
122.000000	79.829
125.000000	79.772
128.000000	79.783
132.000000	79.707
136.000000	79.669
140.000000	79.582
145.000000	79.529
150.000000	79.504
155.000000	79.475
160.000000	79.417
165.000000	79.354
170.000000	79.340
175.000000	79.347
180.000000	79.360
185.000000	79.348
190.000000	79.324
195.000000	79.313
200.000000	79.266
206.000000	79.174
212.000000	79.116
218.000000	79.037
224.000000	78.939
230.000000	78.838
236.000000	78.730
243.000000	78.600
250.000000	78.518
258.000000	78.525
265.000000	78.588
272.000000	78.659
280.000000	78.703
290.000000	78.697
300.000000	78.625
307.000000	78.578
315.000000	78.578
325.000000	78.554
335.000000	78.529
345.000000	78.482
355.000000	78.409
365.000000	78.346
375.000000	78.274
387.000000	78.172
400.000000	78.066
412.000000	77.986
425.000000	77.871
437.000000	77.772
450.000000	77.636
462.000000	77.498
475.000000	77.370
487.000000	77.266
500.000000	77.150
515.000000	77.014
530.000000	76.890
545.000000	76.716
560.000000	76.544
580.000000	76.338
600.000000	76.141
615.000000	75.993
630.000000	75.836
650.000000	75.619
670.000000	75.347
690.000000	75.151
710.000000	74.939
730.000000	74.842
750.000000	74.624
775.000000	74.428
800.000000	74.236
825.000000	74.079
850.000000	73.891
875.000000	73.752
900.000000	73.619
925.000000	73.479
950.000000	73.327
975.000000	73.156
1000.000000	72.794
1030.000000	71.368
1060.000000	70.200
1090.000000	70.342
1120.000000	70.313
1150.000000	70.208
1180.000000	70.007
1220.000000	69.400
1250.000000	69.258
1280.000000	69.040
1320.000000	68.520
1360.000000	69.090
1400.000000	70.214
1450.000000	72.683
1500.000000	74.440
1550.000000	75.198
1600.000000	75.819
1650.000000	76.366
1700.000000	76.915
1750.000000	77.022
1800.000000	77.374
1850.000000	77.563
1900.000000	77.771
1950.000000	78.026
2000.000000	78.180
2060.000000	78.423
2120.000000	78.729
2180.000000	79.028
2240.000000	79.223
2300.000000	79.370
2360.000000	79.450
2430.000000	79.706
2500.000000	80.050
2580.000000	79.950
2650.000000	79.753
2720.000000	79.662
2800.000000	79.548
2900.000000	78.759
3000.000000	77.947
3070.000000	77.545
3150.000000	77.119
3250.000000	76.566
3350.000000	75.916
3450.000000	75.350
3550.000000	74.885
3650.000000	74.459
3750.000000	74.186
3870.000000	74.427
4000.000000	75.298
4120.000000	76.533
4250.000000	78.254
4370.000000	80.194
4500.000000	82.382
4620.000000	84.078
4750.000000	85.320
4870.000000	85.859
5000.000000	85.882
5150.000000	85.096
5300.000000	84.234
5450.000000	84.964
5600.000000	84.753
5800.000000	84.137
6000.000000	83.649
6150.000000	83.294
6300.000000	83.010
6500.000000	82.784
6700.000000	82.845
6900.000000	83.422
7100.000000	84.277
7300.000000	84.778
7500.000000	85.142
7750.000000	85.310
8000.000000	84.895
8250.000000	83.853
8500.000000	82.329
8750.000000	80.237
9000.000000	76.933
9250.000000	73.392
9500.000000	69.524
9750.000000	66.601
10000.000000	65.833
10300.000000	65.571
10600.000000	66.174
10900.000000	68.450
11200.000000	70.041
11500.000000	70.099
11800.000000	72.355
12200.000000	75.196
12500.000000	73.547
12800.000000	71.170
13200.000000	69.663
13600.000000	68.506
14000.000000	64.523
14500.000000	64.690
15000.000000	61.325
15500.000000	63.677
16000.000000	69.879
16500.000000	65.801
17000.000000	60.091
17500.000000	57.805
18000.000000	59.109
18500.000000	62.114
19000.000000	61.616
19500.000000	57.127
