* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of Caldera L1, Caldera L2
* Dated: Nov 11, 2022 10:13:44 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Averaged data produced from the rms magnitudes of Caldera L1, Caldera L2
* Measurement: Caldera L
* Smoothing: 1/12 octave
* Frequency Step: 1/24 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	67.099
20.600000	67.211
21.200001	67.216
21.799999	67.119
22.400000	67.017
23.000000	67.080
23.600000	67.314
24.299999	67.513
25.000000	67.454
25.799999	67.346
26.500000	67.417
27.200001	67.498
28.000000	67.541
29.000000	67.736
30.000000	67.964
30.700001	68.048
31.500000	68.063
32.500000	68.036
33.500000	68.117
34.500000	68.154
35.500000	68.075
36.500000	68.001
37.500000	67.921
38.700001	67.903
40.000000	67.987
41.200001	68.005
42.500000	67.966
43.700001	67.943
45.000000	67.995
46.200001	68.048
47.500000	68.040
48.700001	68.074
50.000000	68.047
51.500000	68.016
53.000000	68.086
54.500000	68.130
56.000000	68.122
58.000000	68.059
60.000000	67.998
61.500000	67.963
63.000000	68.030
65.000000	68.121
67.000000	68.123
69.000000	68.137
71.000000	68.160
73.000000	68.172
75.000000	68.138
77.500000	68.097
80.000000	68.112
82.500000	68.120
85.000000	68.111
87.500000	68.093
90.000000	68.114
92.500000	68.146
95.000000	68.154
97.500000	68.160
100.000000	68.162
103.000000	68.160
106.000000	68.172
109.000000	68.187
112.000000	68.188
115.000000	68.195
118.000000	68.247
122.000000	68.241
125.000000	68.226
128.000000	68.211
132.000000	68.227
136.000000	68.238
140.000000	68.234
145.000000	68.238
150.000000	68.243
155.000000	68.250
160.000000	68.250
165.000000	68.257
170.000000	68.271
175.000000	68.279
180.000000	68.288
185.000000	68.307
190.000000	68.321
195.000000	68.328
200.000000	68.343
206.000000	68.359
212.000000	68.370
218.000000	68.395
224.000000	68.420
230.000000	68.422
236.000000	68.427
243.000000	68.444
250.000000	68.476
258.000000	68.505
265.000000	68.525
272.000000	68.547
280.000000	68.570
290.000000	68.600
300.000000	68.622
307.000000	68.634
315.000000	68.648
325.000000	68.661
335.000000	68.662
345.000000	68.664
355.000000	68.663
365.000000	68.648
375.000000	68.622
387.000000	68.566
400.000000	68.462
412.000000	68.339
425.000000	68.207
437.000000	68.125
450.000000	68.116
462.000000	68.173
475.000000	68.297
487.000000	68.440
500.000000	68.585
515.000000	68.733
530.000000	68.853
545.000000	68.925
560.000000	68.972
580.000000	69.036
600.000000	69.127
615.000000	69.188
630.000000	69.238
650.000000	69.294
670.000000	69.332
690.000000	69.360
710.000000	69.378
730.000000	69.410
750.000000	69.488
775.000000	69.600
800.000000	69.692
825.000000	69.719
850.000000	69.695
875.000000	69.658
900.000000	69.497
925.000000	68.970
950.000000	68.190
975.000000	67.791
1000.000000	67.764
1030.000000	67.783
1060.000000	67.643
1090.000000	67.433
1120.000000	67.258
1150.000000	67.054
1180.000000	66.855
1220.000000	66.685
1250.000000	66.526
1280.000000	66.536
1320.000000	66.538
1360.000000	66.482
1400.000000	66.455
1450.000000	66.485
1500.000000	66.890
1550.000000	67.596
1600.000000	68.228
1650.000000	68.753
1700.000000	69.543
1750.000000	70.457
1800.000000	71.437
1850.000000	72.498
1900.000000	73.614
1950.000000	74.678
2000.000000	75.659
2060.000000	76.586
2120.000000	77.297
2180.000000	78.072
2240.000000	78.533
2300.000000	78.250
2360.000000	77.974
2430.000000	78.082
2500.000000	78.247
2580.000000	78.291
2650.000000	78.090
2720.000000	77.659
2800.000000	77.043
2900.000000	75.889
3000.000000	74.358
3070.000000	73.437
3150.000000	72.652
3250.000000	71.940
3350.000000	71.260
3450.000000	70.591
3550.000000	70.010
3650.000000	69.343
3750.000000	68.878
3870.000000	69.223
4000.000000	70.080
4120.000000	70.839
4250.000000	71.833
4370.000000	72.737
4500.000000	73.511
4620.000000	74.202
4750.000000	74.809
4870.000000	75.271
5000.000000	75.591
5150.000000	75.613
5300.000000	75.529
5450.000000	75.337
5600.000000	74.683
5800.000000	73.435
6000.000000	72.444
6150.000000	71.797
6300.000000	70.888
6500.000000	69.841
6700.000000	69.648
6900.000000	70.823
7100.000000	72.636
7300.000000	74.207
7500.000000	74.757
7750.000000	73.732
8000.000000	71.458
8250.000000	68.686
8500.000000	65.779
8750.000000	62.993
9000.000000	60.438
9250.000000	57.278
9500.000000	54.833
9750.000000	56.973
10000.000000	60.149
10300.000000	62.187
10600.000000	61.870
10900.000000	60.592
11200.000000	60.256
11500.000000	61.515
11800.000000	63.084
12200.000000	63.815
12500.000000	65.237
12800.000000	67.002
13200.000000	69.584
13600.000000	70.157
14000.000000	66.173
14500.000000	59.445
15000.000000	59.616
15500.000000	62.036
16000.000000	62.897
16500.000000	63.991
17000.000000	66.291
17500.000000	69.101
18000.000000	70.788
18500.000000	70.616
19000.000000	68.028
19500.000000	62.641
