* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of 580-2 L1, 580-2 L2
* Dated: Nov 19, 2022 11:49:09 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of 580-2 L1, 580-2 L2
* Measurement: HD580-2 L
* Smoothing: 1/12 octave
* Frequency Step: 1/24 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	52.512
20.600000	53.565
21.200001	54.923
21.799999	56.229
22.400000	57.211
23.000000	57.834
23.600000	58.627
24.299999	60.114
25.000000	61.208
25.799999	60.912
26.500000	59.653
27.200001	58.940
28.000000	59.733
29.000000	61.507
30.000000	63.030
30.700001	63.657
31.500000	63.799
32.500000	63.051
33.500000	61.559
34.500000	60.337
35.500000	60.024
36.500000	59.880
37.500000	60.091
38.700001	61.198
40.000000	62.754
41.200001	63.796
42.500000	63.617
43.700001	62.921
45.000000	62.874
46.200001	63.225
47.500000	63.486
48.700001	63.658
50.000000	63.853
51.500000	64.029
53.000000	64.192
54.500000	64.403
56.000000	64.659
58.000000	65.045
60.000000	65.458
61.500000	65.690
63.000000	65.853
65.000000	66.035
67.000000	66.247
69.000000	66.403
71.000000	66.410
73.000000	66.426
75.000000	66.808
77.500000	68.021
80.000000	69.107
82.500000	69.054
85.000000	68.253
87.500000	67.672
90.000000	67.579
92.500000	67.695
95.000000	67.855
97.500000	68.079
100.000000	68.346
103.000000	68.586
106.000000	68.723
109.000000	68.821
112.000000	68.905
115.000000	68.996
118.000000	69.100
122.000000	69.190
125.000000	69.193
128.000000	69.176
132.000000	69.217
136.000000	69.332
140.000000	69.449
145.000000	69.584
150.000000	69.656
155.000000	69.591
160.000000	69.562
165.000000	69.622
170.000000	69.618
175.000000	69.589
180.000000	69.569
185.000000	69.576
190.000000	69.613
195.000000	69.661
200.000000	69.691
206.000000	69.679
212.000000	69.635
218.000000	69.637
224.000000	69.654
230.000000	69.620
236.000000	69.598
243.000000	69.681
250.000000	69.863
258.000000	70.150
265.000000	70.392
272.000000	70.419
280.000000	70.164
290.000000	69.905
300.000000	69.877
307.000000	69.909
315.000000	69.941
325.000000	69.949
335.000000	69.938
345.000000	69.922
355.000000	69.896
365.000000	69.877
375.000000	69.871
387.000000	69.880
400.000000	69.904
412.000000	69.921
425.000000	69.906
437.000000	69.902
450.000000	69.965
462.000000	70.043
475.000000	70.109
487.000000	70.175
500.000000	70.259
515.000000	70.368
530.000000	70.467
545.000000	70.539
560.000000	70.609
580.000000	70.714
600.000000	70.819
615.000000	70.895
630.000000	70.973
650.000000	71.085
670.000000	71.204
690.000000	71.308
710.000000	71.361
730.000000	71.330
750.000000	71.232
775.000000	71.177
800.000000	71.323
825.000000	71.557
850.000000	71.786
875.000000	71.996
900.000000	72.189
925.000000	72.368
950.000000	72.531
975.000000	72.686
1000.000000	72.844
1030.000000	73.043
1060.000000	73.244
1090.000000	73.445
1120.000000	73.640
1150.000000	73.829
1180.000000	74.016
1220.000000	74.259
1250.000000	74.442
1280.000000	74.630
1320.000000	74.886
1360.000000	75.124
1400.000000	75.323
1450.000000	75.517
1500.000000	75.663
1550.000000	75.769
1600.000000	75.849
1650.000000	75.927
1700.000000	76.023
1750.000000	76.143
1800.000000	76.294
1850.000000	76.512
1900.000000	76.831
1950.000000	77.238
2000.000000	77.690
2060.000000	78.245
2120.000000	78.793
2180.000000	79.324
2240.000000	79.834
2300.000000	80.312
2360.000000	80.730
2430.000000	81.121
2500.000000	81.424
2580.000000	81.720
2650.000000	81.968
2720.000000	82.209
2800.000000	82.443
2900.000000	82.642
3000.000000	82.789
3070.000000	82.907
3150.000000	83.071
3250.000000	83.298
3350.000000	83.527
3450.000000	83.739
3550.000000	83.917
3650.000000	84.035
3750.000000	84.092
3870.000000	84.098
4000.000000	84.099
4120.000000	84.174
4250.000000	84.349
4370.000000	84.529
4500.000000	84.623
4620.000000	84.554
4750.000000	84.376
4870.000000	84.250
5000.000000	84.259
5150.000000	84.427
5300.000000	84.586
5450.000000	84.522
5600.000000	84.119
5800.000000	83.256
6000.000000	82.415
6150.000000	81.647
6300.000000	80.572
6500.000000	78.826
6700.000000	77.261
6900.000000	76.181
7100.000000	75.415
7300.000000	74.695
7500.000000	73.882
7750.000000	72.652
8000.000000	71.109
8250.000000	69.379
8500.000000	67.465
8750.000000	64.949
9000.000000	62.489
9250.000000	62.535
9500.000000	64.438
9750.000000	66.023
10000.000000	66.835
10300.000000	67.049
10600.000000	66.639
10900.000000	65.422
11200.000000	63.241
11500.000000	60.446
11800.000000	58.187
12200.000000	57.322
12500.000000	57.508
12800.000000	57.943
13200.000000	58.601
13600.000000	59.836
14000.000000	62.008
14500.000000	64.915
15000.000000	67.750
15500.000000	70.386
16000.000000	71.846
16500.000000	71.664
17000.000000	70.247
17500.000000	68.611
18000.000000	67.471
18500.000000	66.118
19000.000000	63.886
19500.000000	61.405
