* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of Dec 31, Dec 31
* Dated: Dec 31, 2022 6:36:14 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Averaged data produced from the rms magnitudes of Dec 31, Dec 31
* Measurement: RMS Average 1
* Smoothing: 1/12 octave
* Frequency Step: 1/24 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	86.393
20.600000	86.613
21.200001	86.788
21.799999	86.937
22.400000	87.096
23.000000	87.260
23.600000	87.393
24.299999	87.505
25.000000	87.599
25.799999	87.694
26.500000	87.774
27.200001	87.872
28.000000	88.006
29.000000	88.148
30.000000	88.249
30.700001	88.305
31.500000	88.366
32.500000	88.449
33.500000	88.527
34.500000	88.588
35.500000	88.641
36.500000	88.695
37.500000	88.743
38.700001	88.797
40.000000	88.845
41.200001	88.875
42.500000	88.896
43.700001	88.914
45.000000	88.905
46.200001	88.876
47.500000	88.858
48.700001	88.866
50.000000	88.890
51.500000	88.917
53.000000	88.956
54.500000	89.011
56.000000	89.073
58.000000	89.146
60.000000	89.227
61.500000	89.299
63.000000	89.380
65.000000	89.489
67.000000	89.587
69.000000	89.671
71.000000	89.743
73.000000	89.797
75.000000	89.831
77.500000	89.841
80.000000	89.807
82.500000	89.754
85.000000	89.744
87.500000	89.794
90.000000	89.857
92.500000	89.902
95.000000	89.930
97.500000	89.946
100.000000	89.956
103.000000	89.966
106.000000	89.977
109.000000	89.983
112.000000	89.978
115.000000	89.969
118.000000	89.958
122.000000	89.938
125.000000	89.920
128.000000	89.901
132.000000	89.876
136.000000	89.839
140.000000	89.786
145.000000	89.695
150.000000	89.603
155.000000	89.534
160.000000	89.447
165.000000	89.328
170.000000	89.171
175.000000	88.970
180.000000	88.735
185.000000	88.497
190.000000	88.320
195.000000	88.246
200.000000	88.260
206.000000	88.322
212.000000	88.373
218.000000	88.385
224.000000	88.357
230.000000	88.295
236.000000	88.216
243.000000	88.122
250.000000	88.030
258.000000	87.914
265.000000	87.779
272.000000	87.634
280.000000	87.478
290.000000	87.301
300.000000	87.127
307.000000	87.004
315.000000	86.878
325.000000	86.747
335.000000	86.623
345.000000	86.496
355.000000	86.379
365.000000	86.278
375.000000	86.187
387.000000	86.060
400.000000	85.875
412.000000	85.679
425.000000	85.481
437.000000	85.342
450.000000	85.204
462.000000	85.071
475.000000	84.949
487.000000	84.857
500.000000	84.769
515.000000	84.673
530.000000	84.577
545.000000	84.490
560.000000	84.424
580.000000	84.371
600.000000	84.332
615.000000	84.289
630.000000	84.238
650.000000	84.183
670.000000	84.171
690.000000	84.195
710.000000	84.215
730.000000	84.188
750.000000	84.104
775.000000	83.966
800.000000	83.847
825.000000	83.782
850.000000	83.814
875.000000	83.950
900.000000	84.171
925.000000	84.443
950.000000	84.731
975.000000	85.008
1000.000000	85.265
1030.000000	85.546
1060.000000	85.800
1090.000000	86.025
1120.000000	86.224
1150.000000	86.402
1180.000000	86.566
1220.000000	86.757
1250.000000	86.883
1280.000000	87.012
1320.000000	87.187
1360.000000	87.353
1400.000000	87.504
1450.000000	87.659
1500.000000	87.806
1550.000000	87.953
1600.000000	88.095
1650.000000	88.232
1700.000000	88.373
1750.000000	88.527
1800.000000	88.701
1850.000000	88.901
1900.000000	89.129
1950.000000	89.387
2000.000000	89.668
2060.000000	90.037
2120.000000	90.437
2180.000000	90.835
2240.000000	91.205
2300.000000	91.542
2360.000000	91.839
2430.000000	92.141
2500.000000	92.428
2580.000000	92.778
2650.000000	93.098
2720.000000	93.335
2800.000000	93.304
2900.000000	92.758
3000.000000	92.125
3070.000000	91.826
3150.000000	91.533
3250.000000	91.160
3350.000000	90.956
3450.000000	90.922
3550.000000	91.069
3650.000000	91.370
3750.000000	91.683
3870.000000	92.145
4000.000000	92.720
4120.000000	93.201
4250.000000	93.683
4370.000000	94.082
4500.000000	94.414
4620.000000	94.552
4750.000000	94.494
4870.000000	94.305
5000.000000	94.066
5150.000000	93.879
5300.000000	93.736
5450.000000	93.471
5600.000000	93.055
5800.000000	92.473
6000.000000	92.219
6150.000000	92.010
6300.000000	91.655
6500.000000	91.312
6700.000000	91.656
6900.000000	92.574
7100.000000	93.426
7300.000000	93.762
7500.000000	93.434
7750.000000	92.282
8000.000000	90.718
8250.000000	88.917
8500.000000	86.794
8750.000000	84.393
9000.000000	82.025
9250.000000	80.126
9500.000000	78.941
9750.000000	78.259
10000.000000	77.726
10300.000000	77.275
10600.000000	77.753
10900.000000	79.352
11200.000000	81.387
11500.000000	82.925
11800.000000	83.254
12200.000000	81.719
12500.000000	79.967
12800.000000	78.614
13200.000000	77.623
13600.000000	76.991
14000.000000	75.991
14500.000000	74.153
15000.000000	73.794
15500.000000	75.350
16000.000000	76.369
16500.000000	75.852
17000.000000	74.035
17500.000000	71.288
18000.000000	69.757
18500.000000	72.732
19000.000000	75.538
19500.000000	75.896
