* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of Apr 23, Apr 23, Apr 23
* Dated: Apr 23, 2023 1:14:42 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of Apr 23, Apr 23, Apr 23
* Measurement: Athena L
* Smoothing: 1/48 octave
* Frequency Step: 1/24 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	78.587
20.600000	78.872
21.200001	79.117
21.799999	79.319
22.400000	79.500
23.000000	79.690
23.600000	79.876
24.299999	80.012
25.000000	80.060
25.799999	80.204
26.500000	80.439
27.200001	80.592
28.000000	80.611
29.000000	80.712
30.000000	80.923
30.700001	81.019
31.500000	81.084
32.500000	81.159
33.500000	81.217
34.500000	81.296
35.500000	81.375
36.500000	81.392
37.500000	81.497
38.700001	81.560
40.000000	81.578
41.200001	81.556
42.500000	81.670
43.700001	81.669
45.000000	81.504
46.200001	81.581
47.500000	81.551
48.700001	81.585
50.000000	81.545
51.500000	81.531
53.000000	81.535
54.500000	81.496
56.000000	81.461
58.000000	81.375
60.000000	81.285
61.500000	81.256
63.000000	81.203
65.000000	81.144
67.000000	81.091
69.000000	81.052
71.000000	80.994
73.000000	80.930
75.000000	80.899
77.500000	80.852
80.000000	80.687
82.500000	80.580
85.000000	80.507
87.500000	80.470
90.000000	80.395
92.500000	80.364
95.000000	80.351
97.500000	80.360
100.000000	80.392
103.000000	80.412
106.000000	80.402
109.000000	80.451
112.000000	80.484
115.000000	80.497
118.000000	80.490
122.000000	80.488
125.000000	80.426
128.000000	80.420
132.000000	80.379
136.000000	80.307
140.000000	80.266
145.000000	80.216
150.000000	80.221
155.000000	80.182
160.000000	80.156
165.000000	80.081
170.000000	80.069
175.000000	80.051
180.000000	80.017
185.000000	80.019
190.000000	80.012
195.000000	79.984
200.000000	79.934
206.000000	79.879
212.000000	79.831
218.000000	79.786
224.000000	79.682
230.000000	79.585
236.000000	79.498
243.000000	79.413
250.000000	79.358
258.000000	79.326
265.000000	79.340
272.000000	79.383
280.000000	79.397
290.000000	79.358
300.000000	79.267
307.000000	79.190
315.000000	79.137
325.000000	79.086
335.000000	79.055
345.000000	79.020
355.000000	78.972
365.000000	78.945
375.000000	78.904
387.000000	78.838
400.000000	78.753
412.000000	78.684
425.000000	78.584
437.000000	78.498
450.000000	78.379
462.000000	78.251
475.000000	78.134
487.000000	78.017
500.000000	77.906
515.000000	77.773
530.000000	77.646
545.000000	77.479
560.000000	77.296
580.000000	77.088
600.000000	76.917
615.000000	76.798
630.000000	76.661
650.000000	76.484
670.000000	76.228
690.000000	76.064
710.000000	75.843
730.000000	75.707
750.000000	75.459
775.000000	75.219
800.000000	74.976
825.000000	74.744
850.000000	74.481
875.000000	74.285
900.000000	74.096
925.000000	73.890
950.000000	73.668
975.000000	73.289
1000.000000	72.321
1030.000000	70.989
1060.000000	70.779
1090.000000	70.861
1120.000000	70.724
1150.000000	70.490
1180.000000	70.127
1220.000000	69.270
1250.000000	68.988
1280.000000	68.556
1320.000000	67.634
1360.000000	67.660
1400.000000	68.193
1450.000000	70.337
1500.000000	72.370
1550.000000	73.488
1600.000000	74.092
1650.000000	74.306
1700.000000	75.007
1750.000000	75.463
1800.000000	75.954
1850.000000	76.261
1900.000000	76.719
1950.000000	76.951
2000.000000	77.142
2060.000000	77.396
2120.000000	77.815
2180.000000	78.402
2240.000000	78.557
2300.000000	78.596
2360.000000	78.671
2430.000000	78.727
2500.000000	78.911
2580.000000	79.100
2650.000000	79.140
2720.000000	79.196
2800.000000	78.878
2900.000000	77.420
3000.000000	76.720
3070.000000	76.584
3150.000000	76.557
3250.000000	76.575
3350.000000	76.613
3450.000000	76.587
3550.000000	76.414
3650.000000	76.234
3750.000000	76.217
3870.000000	76.438
4000.000000	77.034
4120.000000	78.151
4250.000000	79.928
4370.000000	81.894
4500.000000	84.091
4620.000000	85.703
4750.000000	86.844
4870.000000	87.244
5000.000000	87.006
5150.000000	85.933
5300.000000	85.626
5450.000000	87.096
5600.000000	86.760
5800.000000	85.911
6000.000000	85.063
6150.000000	84.219
6300.000000	83.300
6500.000000	82.180
6700.000000	81.442
6900.000000	81.230
7100.000000	81.166
7300.000000	81.030
7500.000000	81.121
7750.000000	81.679
8000.000000	82.703
8250.000000	83.505
8500.000000	82.827
8750.000000	80.524
9000.000000	78.144
9250.000000	75.213
9500.000000	73.532
9750.000000	72.401
10000.000000	71.038
10300.000000	68.866
10600.000000	68.136
10900.000000	69.958
11200.000000	73.277
11500.000000	73.788
11800.000000	74.132
12200.000000	73.290
12500.000000	71.224
12800.000000	70.355
13200.000000	67.661
13600.000000	65.207
14000.000000	61.495
14500.000000	63.894
15000.000000	67.289
15500.000000	69.407
16000.000000	73.632
16500.000000	74.410
17000.000000	68.919
17500.000000	66.304
18000.000000	64.308
18500.000000	66.994
19000.000000	65.204
19500.000000	60.191
