* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of Nov 10, Nov 10
* Dated: Nov 11, 2022 10:11:13 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Averaged data produced from the rms magnitudes of Nov 10, Nov 10
* Measurement: Caldera Cowhide Thin
* Smoothing: 1/12 octave
* Frequency Step: 1/24 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	68.789
20.600000	68.813
21.200001	68.896
21.799999	69.094
22.400000	69.217
23.000000	69.126
23.600000	68.925
24.299999	68.824
25.000000	68.921
25.799999	69.063
26.500000	69.132
27.200001	69.155
28.000000	69.140
29.000000	69.159
30.000000	69.239
30.700001	69.266
31.500000	69.286
32.500000	69.399
33.500000	69.525
34.500000	69.521
35.500000	69.501
36.500000	69.542
37.500000	69.571
38.700001	69.580
40.000000	69.586
41.200001	69.551
42.500000	69.544
43.700001	69.554
45.000000	69.579
46.200001	69.544
47.500000	69.466
48.700001	69.487
50.000000	69.549
51.500000	69.522
53.000000	69.533
54.500000	69.608
56.000000	69.626
58.000000	69.677
60.000000	69.805
61.500000	69.702
63.000000	69.613
65.000000	69.587
67.000000	69.619
69.000000	69.650
71.000000	69.636
73.000000	69.640
75.000000	69.674
77.500000	69.726
80.000000	69.724
82.500000	69.711
85.000000	69.714
87.500000	69.716
90.000000	69.670
92.500000	69.632
95.000000	69.657
97.500000	69.678
100.000000	69.661
103.000000	69.643
106.000000	69.690
109.000000	69.752
112.000000	69.750
115.000000	69.732
118.000000	69.759
122.000000	69.780
125.000000	69.772
128.000000	69.764
132.000000	69.776
136.000000	69.786
140.000000	69.793
145.000000	69.813
150.000000	69.830
155.000000	69.847
160.000000	69.853
165.000000	69.880
170.000000	69.883
175.000000	69.882
180.000000	69.908
185.000000	69.959
190.000000	70.053
195.000000	70.084
200.000000	70.028
206.000000	70.021
212.000000	70.073
218.000000	70.099
224.000000	70.104
230.000000	70.118
236.000000	70.140
243.000000	70.198
250.000000	70.264
258.000000	70.315
265.000000	70.352
272.000000	70.391
280.000000	70.442
290.000000	70.504
300.000000	70.550
307.000000	70.579
315.000000	70.632
325.000000	70.712
335.000000	70.775
345.000000	70.819
355.000000	70.856
365.000000	70.911
375.000000	70.954
387.000000	70.992
400.000000	70.985
412.000000	70.932
425.000000	70.827
437.000000	70.681
450.000000	70.497
462.000000	70.378
475.000000	70.383
487.000000	70.496
500.000000	70.660
515.000000	70.892
530.000000	71.101
545.000000	71.256
560.000000	71.378
580.000000	71.476
600.000000	71.507
615.000000	71.479
630.000000	71.433
650.000000	71.391
670.000000	71.373
690.000000	71.322
710.000000	71.197
730.000000	71.124
750.000000	71.134
775.000000	71.150
800.000000	71.157
825.000000	71.110
850.000000	70.936
875.000000	70.634
900.000000	70.132
925.000000	69.315
950.000000	68.529
975.000000	68.288
1000.000000	68.342
1030.000000	68.385
1060.000000	68.175
1090.000000	67.856
1120.000000	67.569
1150.000000	67.206
1180.000000	66.810
1220.000000	66.318
1250.000000	65.912
1280.000000	65.770
1320.000000	65.647
1360.000000	65.556
1400.000000	65.509
1450.000000	65.475
1500.000000	65.619
1550.000000	65.811
1600.000000	66.467
1650.000000	67.435
1700.000000	68.487
1750.000000	69.389
1800.000000	70.316
1850.000000	71.204
1900.000000	72.002
1950.000000	72.684
2000.000000	73.168
2060.000000	73.464
2120.000000	73.697
2180.000000	73.955
2240.000000	74.430
2300.000000	75.076
2360.000000	75.368
2430.000000	75.513
2500.000000	75.621
2580.000000	75.412
2650.000000	74.991
2720.000000	74.584
2800.000000	74.071
2900.000000	72.961
3000.000000	72.141
3070.000000	71.504
3150.000000	70.467
3250.000000	68.998
3350.000000	67.437
3450.000000	66.099
3550.000000	65.530
3650.000000	67.071
3750.000000	69.437
3870.000000	72.136
4000.000000	74.427
4120.000000	76.007
4250.000000	77.512
4370.000000	78.546
4500.000000	78.825
4620.000000	78.429
4750.000000	77.750
4870.000000	77.044
5000.000000	76.295
5150.000000	75.582
5300.000000	75.070
5450.000000	74.797
5600.000000	74.647
5800.000000	74.451
6000.000000	74.094
6150.000000	73.352
6300.000000	72.744
6500.000000	72.135
6700.000000	71.978
6900.000000	71.959
7100.000000	71.771
7300.000000	71.542
7500.000000	71.106
7750.000000	70.222
8000.000000	70.112
8250.000000	70.556
8500.000000	70.510
8750.000000	69.620
9000.000000	67.700
9250.000000	64.754
9500.000000	60.924
9750.000000	58.906
10000.000000	61.542
10300.000000	62.775
10600.000000	61.680
10900.000000	60.649
11200.000000	61.441
11500.000000	63.842
11800.000000	66.753
12200.000000	67.884
12500.000000	65.859
12800.000000	63.471
13200.000000	63.673
13600.000000	60.587
14000.000000	56.078
14500.000000	56.437
15000.000000	61.303
15500.000000	66.186
16000.000000	70.568
16500.000000	73.677
17000.000000	74.528
17500.000000	73.503
18000.000000	71.008
18500.000000	66.151
19000.000000	59.304
19500.000000	51.702
