* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of Ghost R1, Ghost R2, RMS Average 1
* Dated: May 18, 2023 10:18:44 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of Ghost R1, Ghost R2, RMS Average 1
* Measurement: Ghost R
* Smoothing: 1/48 octave
* Frequency Step: 1/24 octave
* Start Frequency: 20.600 Hz
*
* Freq(Hz)	SPL(dB)
20.600000	71.769
21.200001	71.801
21.799999	72.059
22.400000	72.412
23.000000	72.652
23.600000	72.924
24.299999	73.507
25.000000	73.963
25.799999	73.775
26.500000	73.460
27.200001	73.758
28.000000	74.321
29.000000	74.415
30.000000	74.665
30.700001	74.884
31.500000	74.974
32.500000	75.128
33.500000	75.252
34.500000	75.393
35.500000	75.572
36.500000	75.702
37.500000	75.851
38.700001	75.920
40.000000	76.061
41.200001	76.212
42.500000	76.369
43.700001	76.396
45.000000	76.607
46.200001	76.650
47.500000	76.777
48.700001	76.735
50.000000	76.785
51.500000	76.943
53.000000	76.900
54.500000	76.928
56.000000	76.910
58.000000	76.882
60.000000	76.728
61.500000	76.588
63.000000	76.489
65.000000	76.508
67.000000	76.684
69.000000	76.870
71.000000	77.153
73.000000	77.612
75.000000	77.909
77.500000	78.030
80.000000	78.175
82.500000	78.307
85.000000	78.393
87.500000	78.455
90.000000	78.283
92.500000	78.252
95.000000	78.398
97.500000	78.549
100.000000	78.647
103.000000	78.677
106.000000	78.748
109.000000	78.859
112.000000	78.888
115.000000	78.939
118.000000	78.999
122.000000	79.052
125.000000	79.087
128.000000	79.130
132.000000	79.177
136.000000	79.211
140.000000	79.249
145.000000	79.272
150.000000	79.351
155.000000	79.354
160.000000	79.329
165.000000	79.261
170.000000	79.232
175.000000	79.201
180.000000	79.141
185.000000	79.071
190.000000	78.994
195.000000	78.929
200.000000	78.877
206.000000	78.783
212.000000	78.689
218.000000	78.579
224.000000	78.491
230.000000	78.456
236.000000	78.424
243.000000	78.451
250.000000	78.495
258.000000	78.547
265.000000	78.589
272.000000	78.601
280.000000	78.596
290.000000	78.564
300.000000	78.527
307.000000	78.495
315.000000	78.476
325.000000	78.435
335.000000	78.429
345.000000	78.425
355.000000	78.466
365.000000	78.434
375.000000	78.479
387.000000	78.537
400.000000	78.567
412.000000	78.600
425.000000	78.623
437.000000	78.654
450.000000	78.679
462.000000	78.672
475.000000	78.656
487.000000	78.617
500.000000	78.550
515.000000	78.429
530.000000	78.256
545.000000	78.149
560.000000	78.143
580.000000	78.187
600.000000	78.183
615.000000	78.219
630.000000	78.281
650.000000	78.393
670.000000	78.464
690.000000	78.594
710.000000	78.640
730.000000	78.757
750.000000	78.796
775.000000	79.017
800.000000	79.316
825.000000	79.578
850.000000	79.756
875.000000	80.023
900.000000	80.377
925.000000	80.639
950.000000	80.744
975.000000	80.767
1000.000000	80.789
1030.000000	80.843
1060.000000	80.912
1090.000000	80.974
1120.000000	80.865
1150.000000	80.663
1180.000000	80.660
1220.000000	80.693
1250.000000	80.600
1280.000000	80.656
1320.000000	80.790
1360.000000	80.841
1400.000000	80.861
1450.000000	80.878
1500.000000	80.840
1550.000000	81.009
1600.000000	80.935
1650.000000	81.112
1700.000000	81.144
1750.000000	81.320
1800.000000	81.205
1850.000000	80.986
1900.000000	80.993
1950.000000	81.211
2000.000000	81.513
2060.000000	81.856
2120.000000	82.485
2180.000000	82.921
2240.000000	83.329
2300.000000	83.913
2360.000000	84.465
2430.000000	84.753
2500.000000	85.087
2580.000000	85.209
2650.000000	85.299
2720.000000	85.334
2800.000000	85.328
2900.000000	85.413
3000.000000	85.247
3070.000000	84.831
3150.000000	85.164
3250.000000	85.285
3350.000000	85.177
3450.000000	85.133
3550.000000	85.045
3650.000000	84.977
3750.000000	84.707
3870.000000	84.256
4000.000000	83.849
4120.000000	83.728
4250.000000	83.402
4370.000000	83.291
4500.000000	83.084
4620.000000	82.902
4750.000000	82.589
4870.000000	82.440
5000.000000	82.663
5150.000000	83.135
5300.000000	83.736
5450.000000	84.233
5600.000000	84.709
5800.000000	85.020
6000.000000	85.216
6150.000000	85.290
6300.000000	85.339
6500.000000	84.974
6700.000000	84.085
6900.000000	83.008
7100.000000	81.897
7300.000000	81.014
7500.000000	80.481
7750.000000	80.676
8000.000000	81.792
8250.000000	82.539
8500.000000	79.880
8750.000000	74.971
9000.000000	71.733
9250.000000	72.133
9500.000000	73.935
9750.000000	75.021
10000.000000	75.092
10300.000000	74.747
10600.000000	74.689
10900.000000	74.697
11200.000000	74.222
11500.000000	74.273
11800.000000	77.595
12200.000000	79.917
12500.000000	77.938
12800.000000	74.236
13200.000000	69.859
13600.000000	65.749
14000.000000	60.169
14500.000000	61.032
15000.000000	66.745
15500.000000	70.440
16000.000000	72.568
16500.000000	69.229
17000.000000	64.025
17500.000000	60.987
18000.000000	63.561
18500.000000	65.891
19000.000000	62.772
19500.000000	58.517
