* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of Ghost L1, Ghost L2
* Dated: May 18, 2023 10:18:39 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of Ghost L1, Ghost L2
* Measurement: Ghost L
* Smoothing: 1/48 octave
* Frequency Step: 1/24 octave
* Start Frequency: 20.600 Hz
*
* Freq(Hz)	SPL(dB)
20.600000	72.695
21.200001	72.633
21.799999	72.848
22.400000	73.282
23.000000	73.624
23.600000	73.748
24.299999	73.843
25.000000	74.151
25.799999	74.602
26.500000	74.831
27.200001	74.929
28.000000	75.026
29.000000	75.159
30.000000	75.342
30.700001	75.504
31.500000	75.702
32.500000	75.882
33.500000	75.962
34.500000	76.148
35.500000	76.302
36.500000	76.432
37.500000	76.592
38.700001	76.635
40.000000	76.794
41.200001	76.894
42.500000	77.089
43.700001	77.069
45.000000	77.323
46.200001	77.375
47.500000	77.443
48.700001	77.498
50.000000	77.576
51.500000	77.573
53.000000	77.598
54.500000	77.678
56.000000	77.683
58.000000	77.689
60.000000	77.527
61.500000	77.467
63.000000	77.245
65.000000	76.812
67.000000	76.793
69.000000	76.899
71.000000	77.261
73.000000	77.875
75.000000	78.149
77.500000	78.349
80.000000	78.542
82.500000	78.779
85.000000	78.934
87.500000	78.934
90.000000	78.786
92.500000	78.660
95.000000	78.797
97.500000	78.994
100.000000	79.153
103.000000	79.154
106.000000	79.202
109.000000	79.388
112.000000	79.410
115.000000	79.457
118.000000	79.522
122.000000	79.594
125.000000	79.628
128.000000	79.684
132.000000	79.772
136.000000	79.806
140.000000	79.880
145.000000	79.909
150.000000	80.062
155.000000	80.011
160.000000	79.983
165.000000	79.900
170.000000	79.864
175.000000	79.812
180.000000	79.734
185.000000	79.630
190.000000	79.501
195.000000	79.420
200.000000	79.367
206.000000	79.304
212.000000	79.262
218.000000	79.201
224.000000	79.155
230.000000	79.146
236.000000	79.106
243.000000	79.138
250.000000	79.151
258.000000	79.142
265.000000	79.128
272.000000	79.098
280.000000	79.050
290.000000	78.985
300.000000	78.917
307.000000	78.870
315.000000	78.831
325.000000	78.772
335.000000	78.758
345.000000	78.760
355.000000	78.833
365.000000	78.722
375.000000	78.800
387.000000	78.875
400.000000	78.903
412.000000	78.922
425.000000	78.931
437.000000	78.947
450.000000	78.937
462.000000	78.924
475.000000	78.898
487.000000	78.875
500.000000	78.836
515.000000	78.803
530.000000	78.703
545.000000	78.568
560.000000	78.412
580.000000	78.187
600.000000	77.999
615.000000	77.945
630.000000	77.975
650.000000	78.076
670.000000	78.156
690.000000	78.297
710.000000	78.380
730.000000	78.541
750.000000	78.652
775.000000	78.939
800.000000	79.263
825.000000	79.490
850.000000	79.737
875.000000	80.075
900.000000	80.467
925.000000	80.752
950.000000	80.854
975.000000	80.850
1000.000000	80.800
1030.000000	80.789
1060.000000	80.946
1090.000000	81.057
1120.000000	80.970
1150.000000	80.774
1180.000000	80.639
1220.000000	80.456
1250.000000	80.236
1280.000000	80.191
1320.000000	80.318
1360.000000	80.226
1400.000000	80.269
1450.000000	80.302
1500.000000	80.259
1550.000000	80.462
1600.000000	80.404
1650.000000	80.669
1700.000000	80.601
1750.000000	80.901
1800.000000	80.712
1850.000000	80.587
1900.000000	80.562
1950.000000	80.769
2000.000000	81.018
2060.000000	81.461
2120.000000	82.014
2180.000000	82.626
2240.000000	83.043
2300.000000	83.612
2360.000000	84.024
2430.000000	84.236
2500.000000	84.648
2580.000000	84.882
2650.000000	84.975
2720.000000	85.040
2800.000000	85.100
2900.000000	85.279
3000.000000	85.165
3070.000000	84.868
3150.000000	85.288
3250.000000	85.358
3350.000000	85.277
3450.000000	85.273
3550.000000	85.340
3650.000000	85.318
3750.000000	85.000
3870.000000	84.583
4000.000000	84.217
4120.000000	83.858
4250.000000	83.342
4370.000000	83.005
4500.000000	82.864
4620.000000	82.780
4750.000000	82.522
4870.000000	82.361
5000.000000	82.774
5150.000000	83.525
5300.000000	84.271
5450.000000	84.581
5600.000000	84.925
5800.000000	84.879
6000.000000	84.590
6150.000000	84.308
6300.000000	83.933
6500.000000	83.189
6700.000000	82.310
6900.000000	81.453
7100.000000	80.635
7300.000000	79.962
7500.000000	79.497
7750.000000	79.641
8000.000000	80.586
8250.000000	81.743
8500.000000	80.252
8750.000000	75.301
9000.000000	70.978
9250.000000	71.114
9500.000000	73.178
9750.000000	74.009
10000.000000	73.666
10300.000000	73.049
10600.000000	72.983
10900.000000	73.460
11200.000000	73.907
11500.000000	73.041
11800.000000	73.600
12200.000000	77.562
12500.000000	75.846
12800.000000	71.651
13200.000000	66.265
13600.000000	61.336
14000.000000	58.780
14500.000000	64.324
15000.000000	69.621
15500.000000	72.497
16000.000000	75.183
16500.000000	72.969
17000.000000	67.594
17500.000000	63.882
18000.000000	62.281
18500.000000	61.827
19000.000000	59.795
19500.000000	56.825
